 ,tweet,"HUMAN CATEGORY
 ARYAMAAN:1-1000,4000-4468
 Michael-Mehmet:1000-4000",SUB CATEGORY,COMMENTS,"NEW HUMAN CATEGORY
 0-1000 /4000-4468 Michael
 1000-2500 Mehmet 
 2500-4000 Aryamaan",SUB CATEGORY,COMMENTS,human category (Tarun),SUB CATEGORY,COMMENTS,NEW CATEGORY,keyword,human - category,human - Sub category,Comment,HUMAN CATGEORY_NEW(ARYA),location,COMMENTS (FROM PARIJAAT),Category,Sub-category
10384,"@beckley_family @Bounce_BackLoan @HSBC_UK Did you get a notification (email/app etc) when you were paid, or just kept refreshing?",DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,General,,,,,,,,{'category': 'Bounce back loan',{'subcategory': 'Bounce back loan',,,,,{'category': 'Bounce back loan',subcategory': 'Bounce back loan delays'
10397,@Imajica712 Thank you for your feedback. Have you managed to look at our main website https://t.co/7cFKZQqhVb . Under the heading 'Banking-Accounts &amp; cards .' Hover over to the heading of 'Savings' compare the range of savings accounts to meet your needs. ^Ank.,Customer Service Response,,customer service reply,Customer Service Response,,customer service reply,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,"London, UK",,{'category': 'Reputation',subcategory': 'Good reputation'
10409,"@Bounce_BackLoan Pleased for them obviously but there really is no consistency and I think thatâ€™s whatâ€™s driving me nuts. Iâ€™m same as above apart from Starling but itâ€™s taken me a week and Iâ€™m still on hold with Lloydâ€™s, no callbacks or emails and was told the same that feeder is weeks away HSBC",DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,,,,,,{'category': 'Bounce back loan',{'subcategory': 'Bounce back loan',,,Vegas (I wish),,{'category': 'Bounce back loan',subcategory': 'Bounce back loan delays'
10415,"@leccyunicorn @Bounce_BackLoan Here you go Tawny:
 Ian.Stuart@hsbc.com (HSBC CEO)
 Sally.A.Williams@hsbc.com (Head of UK CEO Office)
 commercial.executive.complaints@hsbc.co.uk
 
 See if you can get any traction by emailing them",DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,General,,bounce back loan,,,,,,{'category': 'Bounce back loan',{'subcategory': 'Bounce back loan',,,,,{'category': 'Bounce back loan',subcategory': 'Bounce back loan delays'
10420,"@beckley_family @HSBC_UK GET IN THERE. xx So truly pleased for you, welling up a bit Im so happy :)",General,,,General,,,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,,,{'category': 'Reputation',subcategory': 'Good reputation'
10425,"@Bounce_BackLoan itâ€™s in! Itâ€™s only actually in. 4 weeks of worry, stress, financial despair and hourly bank refreshing at the hands of Covid19 and @HSBC_UK",DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,,,,,,{'category': 'Bounce back loan',{'subcategory': 'Bounce back loan',,,,,{'category': 'Bounce back loan',subcategory': 'Bounce back loan delays'
10427,3 weeks now and still no response from @HSBCUKBusiness - even complaints are not answered - basically they are the bank that doesnâ€™t care #bouncebackloans #hsbc https://t.co/99PcsehR7t,DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,,,,,,{'category': 'Bounce back loan',{'subcategory': 'Bounce back loan',,,"East Yorkshire, United Kingdom",,{'category': 'Bounce back loan',subcategory': 'Bounce back loan delays'
10433,"@ChetanPopat Hello Mr. Popat, thank you for contacting us. However, the details of the moratorium will be updated on the 1st of June on the website https://t.co/18T2cksD0N on the home page. Request you to wait and check on the site or reach out to us on the phone banking. ^Nilesh",Customer Service Response,,customer service reply,Customer Service Response,,customer service reply,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,"Mumbai, India",,{'category': 'Reputation',subcategory': 'Good reputation'
10441,"@TideBankFailed @Bounce_BackLoan Ive only ever dealt with HSBC, I have no idea what my next steps could be to help my situation, is this the best option for me?",DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,General,,,,,,,,{'category': 'Bounce back loan',{'subcategory': 'Bounce back loan',,,Wirral,,{'category': 'Bounce back loan',subcategory': 'Bounce back loan delays'
10444,@Danzigg1979 Hello and thanks for reaching out! Could you try this and let me know if it removes the notification? Launch and log onto the app &gt; Click the bell symbol in the top left &gt; Click on any unopened notifications. ^Serena,Customer Service Response,,customer service reply,Customer Service Response,,customer service reply,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,"London, UK",,{'category': 'Reputation',subcategory': 'Good reputation'
10445,"@HSBC_IN Thanks for update and support
 Looking forward for new card since this was blocked",General,,reply from customer,General,,reply from customer,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,"Mumbai, India",,{'category': 'Reputation',subcategory': 'Good reputation'
10447,"Thank you @lizjohnson_gb 
 .@marksandspencer .@SalesforceUK .@waitrose .@HSBC .@Rick_Stein .@DillianWhyte .@GwynethPaltrow .@SophieEB .@steveallenshow .@Johnnyvaughan https://t.co/q9OAvnIJ9O",General,,,General,,,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,,,{'category': 'Reputation',subcategory': 'Good reputation'
10449,"@Bounce_BackLoan HSBC complaints call today, told they'll call me in around 4 days to discuss feeder account, complaints handler said he couldn't give a time frame for when I'll actually receive money after that, suggested it could be weeks. Said he has to close my complaint now as per HSBC rules",DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,,,,,,{'category': 'Bounce back loan',{'subcategory': 'Bounce back loan',,,Wirral,,{'category': 'Bounce back loan',subcategory': 'Bounce back loan delays'
10450,"@HSBC_UK Absolutely shocking service and processes. Been with you since I was 16 and now 49 and you can't get your processes right. In bad a situation you make things worse, how the hell is that customer service.",CUSTOMER_SERVICE_ISSUES,,bad customer service,CUSTOMER_SERVICE_ISSUES,,bad customer service,,,,,,{'category': 'Reputation',subcategory': 'Bad reputation',worse customer service,,"Warwickshire, England",,{'category': 'Reputation',subcategory': 'Bad reputation'
10457,"@LtdBbl Thanks I was able to apply for TSB business account, NatWest and HSBC feeder account through the phone. Iâ€™m trying to apply for Lloyds personal account. Please keep me informed with new information Thank you",General,,reply from customer,General,,reply from customer,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,,,{'category': 'Reputation',subcategory': 'Good reputation'
10460,@HotFloppy_Bread case on this occasion and feedback will be passed to ensure this does not happen again. Thank you for contacting us. 2/2 ^Saffron,Customer Service Response,,customer service reply,Customer Service Response,,customer service reply,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,"London, UK",,{'category': 'Reputation',subcategory': 'Good reputation'
10462,WEEKEND is here! Hope you have plenty of fun plans to do. Thank you for today and see you Sunday morning at 9am. ^ZS,General,,,Customer Service Response,,customer service reply,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,UAE,,{'category': 'Reputation',subcategory': 'Good reputation'
10472,@HSBC_UK hello I received a PPI compensation payment from you and need copy documentation. Who do I need to contact? Thanks,Customer Query,,query,Customer Query,,query,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,"Oldham, England",,{'category': 'Reputation',subcategory': 'Good reputation'
10489,"A South Yorkshire biofuel supplier is supporting the @NHSuk thanks to a six-figure package from @HSBC_UK https://t.co/guBR2PD0MS
 #Yorkshire #funding #health",General,,,General,,,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,UK,,{'category': 'Reputation',subcategory': 'Good reputation'
10494,"@HSBC_IN Thanks Nilesh, will share the feedback once issue is solved.",General,,reply from customer,General,,reply from customer,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,"Noida, Uttar Pradesh, India",,{'category': 'Reputation',subcategory': 'Good reputation'
10503,"@HSBC_UK @HSBCUKBusiness can you please help. approved and signed the documentation for Bounce Back Loan, but funds have not arrived. Have asked for help every day for last 10 days but no answer. Why approve me, if you cant issue the loan. please help or business will collapse",DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,,,,,,{'category': 'Bounce back loan',{'subcategory': 'Bounce back loan',,,,,{'category': 'Bounce back loan',subcategory': 'Bounce back loan delays'
10507,"@HSBC_UK good morning.
 Does the advance account still have breakdown cover and is there a vehicle age restriction?
 Thanks",Customer Query,,query,Customer Query,,query,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,"London, England",,{'category': 'Reputation',subcategory': 'Good reputation'
10509,"A South Yorkshire biofuel supplier is supporting the @NHSuk thanks to a six-figure package from @HSBC_UK https://t.co/ftqYoZGWAW
 #Yorkshire #funding #health",General,,,General,,,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,"Yorkshire, UK",,{'category': 'Reputation',subcategory': 'Good reputation'
10512,"A South Yorkshire biofuel supplier is supporting the @NHSuk thanks to a six-figure package from @HSBC_UK https://t.co/QV3wxvuKIH
 #Yorkshire #funding #health",General,,,General,,,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,"Newcastle Upon Tyne, England",,{'category': 'Reputation',subcategory': 'Good reputation'
10514,"@jontabbener Hello there Johan, we have received thousands of applications from business customers for bounce back loans. We are working through them as quickly as possible and will contact all those who have applied in the coming days. Weâ€™re working hard to make funds available ASAP. ^DOM",DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,Customer Service Response,,customer service reply,,,,,,{'category': 'Bounce back loan',{'subcategory': 'Bounce back loan',,,"London, UK",,{'category': 'Bounce back loan',subcategory': 'Bounce back loan delays'
10516,@mallory19791979 @Bounce_BackLoan Only think I can suggest is an HSBC feeder account but its a long wait.. But must be worth a go,DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,General,,bounce back loan,,,,,,{'category': 'Bounce back loan',{'subcategory': 'Bounce back loan',,,,,{'category': 'Bounce back loan',subcategory': 'Bounce back loan delays'
10519,@HSBC_UK Thanks!,General,,,General,,,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,London,,{'category': 'Reputation',subcategory': 'Good reputation'
10526,@HSBCUKBusiness @RishiSunak @BethRigby @bbclaurak The real scandal right now is not Dominic Cummings but the omnishambles that is HSBC's bounce back loan process - over two weeks now and still waiting.,DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,,,,,,{'category': 'Bounce back loan',{'subcategory': 'Bounce back loan',,,,,{'category': 'Bounce back loan',subcategory': 'Bounce back loan delays'
10528,@whitecarz @Bounce_BackLoan Non customer feeder account or personal account holder for HSBC?,DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,Customer Query,,bounce back loan,,,,,,{'category': 'Bounce back loan',{'subcategory': 'Bounce back loan',,,,,{'category': 'Bounce back loan',subcategory': 'Bounce back loan delays'
10539,"@HSBC_UK Hi. I applied for a new account 2 weeks ago. I got a text from you the next day saying you would be in touch soon. I understand the current situation is causing delays, but can you please give me some idea how long this will take? https://t.co/FQARBM9JEf",CUSTOMER_SERVICE_ISSUES,,long waiting time,CUSTOMER_SERVICE_ISSUES,,long waiting time,,,,,,Delay,Delay in customer service,,,,,{'category': 'Delay',subcategory': 'Delay in bounce back loan'
10542,@HSBC_UK I have get my problem sorted. Thank you.,General,,reply from customer,General,,reply from customer,,,,,,{'category': 'Reputation',subcategory': 'Good reputation',,,,,{'category': 'Reputation',subcategory': 'Good reputation'
10544,@HSBCUKBusiness @HSBC_UK are you able to tell me whatâ€™s happening with my bounce back loan application - I applied 3 weeks ago now &amp; havenâ€™t received a thing - Iâ€™ve been a customer of yours for over 30 years.,DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,,,,,,{'category': 'Bounce back loan',{'subcategory': 'Bounce back loan',,,Cardiff,,{'category': 'Bounce back loan',subcategory': 'Bounce back loan delays'
10552,"@ToxicLemon69 @Bounce_BackLoan @IllLeaveMyMark @michaelblackcab @HSBC All applications are online. You need a case manager to go though each of these, first step takes the longest.
 1. KYC Application &amp; Due dilligence (Includes address check and ID Check)
 2. Feeder account application 
 3. Bounce back loan application",DELAY,Delay_in_bounce_back_loan,delay in bounce back loan,General,,bounce back loan,,,,,,{'category': 'Bounce back loan',{'subcategory': 'Bounce back loan',,,"London, England",,{'category': 'Bounce back loan',subcategory': 'Bounce back loan delays'
